****************
1.10806,1
2.01872,1
136.597,0
23.3022,0
0.733008,1
0.733008,1
0.891567,1
2.78932,1
2.78932,1
3444.14,0
16.8643,0
105.744,0
0.60772,1
1344.15,0
527.837,0
173.134,0
45.4478,0
1006.17,0
2361.4,0
45.3459,0
33.8366,0
70.4979,0
2248.84,0
2248.84,0
2248.84,0
345.89,0
2199.94,0
289.662,0
2133.05,0
2133.05,0
1031.26,0
10.097,0
54.8184,0
24.619,0
1.11533,1
0.940644,1
184.006,0
91.1552,0
0.0580285,1
0.952567,1
4.67811,1
68.838,0
67.9767,0
31.6096,0
14.0787,0
67.7527,0
67.7527,0
360.306,0
0.61419,1
0.61419,1
51.3417,0
0.662868,1
1.45235,1
1.45235,1
1.60636,1
293.254,0
280.873,0
0.246314,1
28.8379,0
0.712655,1
31.2284,0
182.253,0
1359.56,0
3177.44,0
63.1337,0
64.0998,0
****************
1.02742,1
1.91783,1
136.675,0
23.9043,0
0.621965,1
0.621965,1
0.989065,1
2.86581,1
2.86581,1
3732.61,0
17.1257,0
105.431,0
0.675705,1
1382.99,0
528.036,0
174.307,0
45.6338,0
1054.23,0
2569.45,0
45.453,0
29.3512,0
70.5457,0
2474.57,0
2474.57,0
2474.57,0
346.467,0
2410.15,0
290.198,0
2337.55,0
2337.55,0
1028.54,0
10.0387,0
54.5748,0
24.7022,0
0.599512,1
1.21723,1
183.093,0
90.6108,0
0.474041,1
0.349325,1
5.65259,0
68.4724,0
67.6151,0
32.015,0
14.7538,0
67.5095,0
67.5095,0
360.205,0
0.361092,1
0.361092,1
51.7916,0
0.758851,1
1.01833,1
1.01833,1
1.04309,1
293.206,0
281.781,0
0.540338,1
24.5107,0
0.551592,1
25.4675,0
181.418,0
1363.37,0
3373.32,0
57.8379,0
64.084,0
****************
1.13793
****************
1.10806,1
2.01872,1
136.597,0
23.3022,0
0.733008,1
0.733008,1
0.891567,1
2.78932,1
2.78932,1
3444.14,0
16.8643,0
105.744,0
0.60772,1
1344.15,0
527.837,0
173.134,0
45.4478,0
1006.17,0
2361.4,0
45.3459,0
33.8366,0
70.4979,0
2248.84,0
2248.84,0
2248.84,0
345.89,0
2199.94,0
289.662,0
2133.05,0
2133.05,0
1031.26,0
10.097,0
54.8184,0
24.619,0
1.11533,1
0.940644,1
184.006,0
91.1552,0
0.0580285,1
0.952567,1
4.67811,1
68.838,0
67.9767,0
31.6096,0
14.0787,0
67.7527,0
67.7527,0
360.306,0
0.61419,1
0.61419,1
51.3417,0
0.662868,1
1.45235,1
1.45235,1
1.60636,1
293.254,0
280.873,0
0.246314,1
28.8379,0
0.712655,1
31.2284,0
182.253,0
1359.56,0
3177.44,0
63.1337,0
64.0998,0
****************
1.10806,1
2.01872,1
136.597,0
23.3022,0
0.733008,1
0.733008,1
0.891567,1
2.78932,1
2.78932,1
3444.14,0
16.8643,0
105.744,0
0.60772,1
1344.15,0
527.837,0
173.134,0
45.4478,0
1006.17,0
2361.4,0
45.3459,0
33.8366,0
70.4979,0
2248.84,0
2248.84,0
2248.84,0
345.89,0
2199.94,0
289.662,0
2133.05,0
2133.05,0
1031.26,0
10.097,0
54.8184,0
24.619,0
1.11533,1
0.940644,1
184.006,0
91.1552,0
0.0580285,1
0.952567,1
4.67811,1
68.838,0
67.9767,0
31.6096,0
14.0787,0
67.7527,0
67.7527,0
360.306,0
0.61419,1
0.61419,1
51.3417,0
0.662868,1
1.45235,1
1.45235,1
1.60636,1
293.254,0
280.873,0
0.246314,1
28.8379,0
0.712655,1
31.2284,0
182.253,0
1359.56,0
3177.44,0
63.1337,0
64.0998,0
****************
1.02742,1
1.91783,1
136.675,0
23.9043,0
0.621965,1
0.621965,1
0.989065,1
2.86581,1
2.86581,1
3732.61,0
17.1257,0
105.431,0
0.675705,1
1382.99,0
528.036,0
174.307,0
45.6338,0
1054.23,0
2569.45,0
45.453,0
29.3512,0
70.5457,0
2474.57,0
2474.57,0
2474.57,0
346.467,0
2410.15,0
290.198,0
2337.55,0
2337.55,0
1028.54,0
10.0387,0
54.5748,0
24.7022,0
0.599512,1
1.21723,1
183.093,0
90.6108,0
0.474041,1
0.349325,1
5.65259,0
68.4724,0
67.6151,0
32.015,0
14.7538,0
67.5095,0
67.5095,0
360.205,0
0.361092,1
0.361092,1
51.7916,0
0.758851,1
1.01833,1
1.01833,1
1.04309,1
293.206,0
281.781,0
0.540338,1
24.5107,0
0.551592,1
25.4675,0
181.418,0
1363.37,0
3373.32,0
57.8379,0
64.084,0
****************
1.13793
****************
2.98158,1
22.7523,0
539.269,0
13.8275,0
1.73875,1
1.06837,1
1.06837,1
0.775726,1
1.5725,1
353.067,0
6.85419,0
5.57052,0
3735.93,0
1.11363,1
3.10291,1
****************
25.7723,0
14.9626,0
467.7,0
9.93419,0
1.26176,1
0.0156062,1
0.0156062,1
20.8102,0
21.1275,0
335.975,0
0.813634,1
0.435481,1
3185.42,0
1.6259,1
0.0346989,1
****************
1.10806,1
2.01872,1
136.597,0
23.3022,0
0.733008,1
0.733008,1
0.891567,1
2.78932,1
2.78932,1
3444.14,0
16.8643,0
105.744,0
0.60772,1
